source_key	jambu_id	id_basis	headword	gloss	tags	accent_type	turner	first_proto_form	proto_accent_nucleus	proto_nuclei	etymology	inflection
liljegren-LX001041	f_47u3ly3ybbxl6	source-key alias	ǰanǰaál	quarrel; war	noun f Palula-noun-class-i	second-mora				0		Inflection: i-decl (Obl, pl): ǰanǰeelí
liljegren-LX001042	f_iplv5lwr7nwtu	source-key alias	ǰang	war, battle	noun f Palula-noun-class-i loanword loan:Persian loan:Urdu	implicit-short		Origin:		2	Origin: Urdu (Persian): ǰang	Inflection: i-decl (Obl, pl): -í
liljegren-LX001043	f_spqhn3yw5anae	source-key alias	ǰarneeṭár	generator	noun m Palula-noun-class-i loanword loan:English loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (English 'generator')	Inflection: i-decl (Obl, pl): -í
liljegren-LX001044	f_hryll33qvdg6w	source-key alias	ǰargá	council, decision	noun m Palula-noun-class-ee loanword loan:Pashto	short-or-diphthong		Origin:		2	Origin: Pashto: ǰirga	Inflection: ee-decl (Pl): ǰargeé
liljegren-LX001045	f_26agscvkmmc3c	source-key alias	ǰargá thíi	to consult	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Masc agr with non-verb element in pfv; postpositional object with sanɡí
liljegren-LX001046	f_36at26kajtpi2	source-key alias	ǰaṣṭáanguṛ	big toe	noun m Palula-noun-class-a	first-mora	5286	jyḗṣṭha-	1	2	jyḗṣṭha- 'first, chief' (T: 5286)	Inflection: a-decl (Obl, pl): -a
liljegren-LX001047	f_a5s3m5ze2mbq6	source-key alias	ǰazbaát	emotion, feeling	noun f Palula-noun-class-i loanword loan:Urdu	second-mora		Origin:		2	Origin: Urdu: ǰazbaat	Inflection: i-decl (Obl, pl): ǰazbeetí
liljegren-LX001048	f_wklwb3y7hpazs	source-key alias	ǰe	up (from); on; over, above	postp	implicit-short				0		Restriction: With preceding oblique nominal argument or pro-form.
liljegren-LX001049	f_vuzacbhujudsq	source-key alias	ǰeél	jail	noun f Palula-noun-class-i loanword loan:English loan:Urdu	second-mora		Origin:		2	Origin: Urdu (English 'jail')	Inflection: i-decl (Obl, pl): -í
liljegren-LX001050	f_ieijdgfh4u76i	source-key alias	ǰéendi	alive (fem)	verb intr	first-mora				0		
liljegren-LX001051	f_czqte3diavh4y	source-key alias	ǰéeni	female person	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m
liljegren-LX001052	f_fn4dowq4h6m2s	source-key alias	ǰeép	pocket	noun f Palula-noun-class-i loanword loan:Arabic loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Arabic): ǰeb	Inflection: i-decl (Obl, pl): -í
liljegren-LX001053	f_cereikuxc4gdu	source-key alias	ǰeṭ ǰahaáz	jet plane	multiword-expression loanword loan:English loan:Urdu	second-mora		Origin:		2	Origin: Urdu (English 'jet')	Inflection: i-decl (Obl, pl): ǰeṭ ǰheezí
liljegren-LX001054	f_neeck25wq7t4o	source-key alias	ǰhaalíi	to light (a fire)	verb tr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): ǰhaaláanu, (Pfv): ǰheelílu, (Cv): ǰheelí, (Imp): ǰháal; Morphemic form: ǰhaal-é-
liljegren-LX001055	f_hqrxyz7ktcows	source-key alias	ǰhaamatroó	son-in-law; daughter's husband	noun m Palula-noun-class-ee	second-mora	5198	*jāmātra-		3	*jāmātra- 'daughter's husband (masc)' (T: 5198)	Inflection: ee-decl (Obl, pl): ǰhaamatreé
liljegren-LX001056	f_5r36s4i2fpay2	source-key alias	ǰhaanóo	to wake up	verb intr Palula-verb-class-L-a	first-mora				0		Inflection: L:a (Prs): ǰhaanaáanu, (Pfv): ǰhaanóolu, (Cv): ǰhaanaá, (Imp): ǰhaaná; Morphemic form: ǰhaan-á-
liljegren-LX001057	f_2e7r5gmvj6jkq	source-key alias	ǰhaarúuṛu	bastard	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): ǰhaarúuṛa
liljegren-LX001058	f_4is2ibguxjqkg	source-key alias	ǰhaáṭ	goat's hair; fur	noun f Palula-noun-class-i	second-mora	5334	*jhāṭṭha-		2	*jhāṭṭha- 'hair' (T: 5334)	Inflection: i-decl (Obl (pl)): ǰhaṭí; Morphemic form: ǰhaṭ; Restriction: With plural reference
liljegren-LX001059	f_bnjvmn6xdk536	source-key alias	ǰhalóo	to hurt, cause pain	verb tr Palula-verb-class-L-a	first-mora				0		Inflection: L:a (Prs): ǰhalaáanu, (Pfv): ǰhalóolu, (Cv): ǰhalaá, (Imp): ǰhalá; Morphemic form: ǰhal-á-
liljegren-LX001060	f_e2zky7it3agxc	source-key alias	ǰhambréeṛi	bride	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m
liljegren-LX001061	f_bageavclrqvgq	source-key alias	ǰhambróoṛu	bridegroom	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): ǰhambróoṛa
liljegren-LX001062	f_rr3z2j5bvgrpk	source-key alias	ǰhanduraá	snake	noun m Palula-noun-class-i	second-mora	5110	jantú-	2	2	jantú- 'offspring, creature, man; any animal of lowest order, insect, worm (masc)' (T: 5110)	Inflection: i-decl (Pl): ǰhanduraí
liljegren-LX001063	f_mdockmkkdjzfm	source-key alias	ǰhaní	marriage; wedding	noun f Palula-noun-class-a	short-or-diphthong	5103	jáni-	1	2	jáni- 'woman, wife (fem)' (T: 5103)	Inflection: a-decl (Pl): -á
liljegren-LX001064	f_naqafu5aoc2lw	source-key alias	ǰhaní thíi	to marry	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Fem agr with non-verb element; object in acc case or postpositional object with sanɡí
liljegren-LX001065	f_qrcbyjf3u4hkk	source-key alias	ǰhangaár	liver	noun f Palula-noun-class-i	second-mora	10394	yákr̥t-	1	2	yákr̥t- 'liver (neut)' (T: 10394)	Inflection: i-decl (Obl, pl): ǰhangarí
liljegren-LX001066	f_fg7m35soc6xza	source-key alias	ǰhaṣíi	small, black centipede	noun f Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): -a
liljegren-LX001067	f_zhge6pthpvojw	source-key alias	ǰhaṭíilu	(made) of fur	adj	first-mora				0		Inflection: Reg (Fem): ǰhaṭíili
liljegren-LX001068	f_igqacbiliw4rq	source-key alias	ǰhaṭílu	hairy, fur-clad	adj	short-or-diphthong				0		Inflection: Reg (Fem): ǰhaṭíli
liljegren-LX001069	f_d66upzmtx6dhq	source-key alias	ǰheemilí	sister-in-law; a woman's husband's sister	noun f Palula-noun-class-m	short-or-diphthong				0		Inflection: m-decl (Pl): -m
liljegren-LX001070	f_7bajjfx2jcndg	source-key alias	ǰhií~	(head) louse	noun f Palula-noun-class-a	second-mora	5239	jīvá-	2	2	jīvá- 'any living being, vital breath; life (masc, neut)' (T: 5239) ; yúkā- 'louse (fem)' (T: 10512)	Inflection: a-decl (Obl, pl): ǰhi~á
liljegren-LX001071	f_n4derqtzefeyi	source-key alias	ǰhim ǰhim	all day (long), incessantly	multiword-expression	unmarked				0		
liljegren-LX001072	f_w64ddu37s4bl6	source-key alias	ǰhóona	to recognize, know, understand	verb tr Palula-verb-class-L-consonant	first-mora	5193	jānā́ti	2	3	jānā́ti 'knows' (T: 5193)	Inflection: L:cons (Prs): ǰhaanáanu, (Pfv): ǰheenílu, (Cv): ǰheení, (Imp): ǰhóon; Morphemic form: ǰháan-
liljegren-LX001073	f_2w5akem3os7uw	source-key alias	ǰhulí	on (top of), in; on to; over; about, at; due to	postp	short-or-diphthong	5406	*jhulyati		3	*jhulyati 'swings' (T: 5406)	Restriction: With preceding oblique nominal argument or an accusative altenatively oblique pro-form.
liljegren-LX001074	f_s64si4jz33iiu	source-key alias	ǰhulí the	onto	multiword-expression	short-or-diphthong				0		
liljegren-LX001075	f_cgmym4qnngof6	source-key alias	ǰhuṭá	dirt; defilement	noun m Palula-noun-class-ee	short-or-diphthong				0		Inflection: ee-decl (Obl): ǰhuṭeé
liljegren-LX001076	f_g2sxwqcuna3z2	source-key alias	ǰhuṭá thíi	to dirty	verb tr compound conjunct-verb incorporating	multiple				0		
liljegren-LX001077	f_42rwar5wkuzu4	source-key alias	ǰhuunkíi	to burn sth, set sth on fire	verb tr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): ǰhuunkáanu, (Pfv): ǰhuunkílu, (Cv): ǰhuunkí, (Imp): ǰhuunká; Morphemic form: ǰhúunk-é-
liljegren-LX001078	f_nrsqpdis6xlhi	source-key alias	ǰhúuṇi	stinging nettle (used for stews)	noun f Palula-noun-class-m	first-mora	10519	*yūniya-		3	*yūniya- 'pertaining to string' (T: 10519)	Inflection: m-decl (Pl): -m
liljegren-LX001079	f_hzc2lbg77qba2	source-key alias	ǰíi	to hit, shoot, beat	verb tr Palula-verb-class-T	first-mora				0		Inflection: T (Prs): ǰáanu, (Pfv): ǰítu, (Cv): ǰe, (Imp): ǰa; Morphemic form: ǰe-, ǰit-; Restriction: Object in gen case and fem agr in pfv
liljegren-LX001080	f_u4edwmvwoiojo	source-key alias	ǰiléeṛi	cream	noun f Palula-noun-class-m	first-mora	5155	jala-		2	jala- 'water (n)' (T: 5155)	Inflection: m-decl (Pl): -m
liljegren-LX001081	f_u3exqsn3hd7fy	source-key alias	ǰinaazá	corpse	noun m Palula-noun-class-ee loanword loan:Arabic loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Persian/Arabic): ǰinaaza	Inflection: ee-decl (Pl): ǰinaazeé
liljegren-LX001082	f_yms6ipib7onvy	source-key alias	ǰip	tongue	noun f Palula-noun-class-i	implicit-short	5228	jihvā́-	2	2	jihvā́- 'tongue (f)' (T: 5228)	Inflection: i-decl (Obl, pl): -í
liljegren-LX001083	f_vafy6d6yee2li	source-key alias	ǰítu	hit, shot, beat (masc sg)	verb tr	short-or-diphthong				0		
liljegren-LX001084	f_4all4wtnfs5cm	source-key alias	ǰóo	to be born, have [a child]; grow up	verb intr Palula-verb-class-L-a	first-mora	5204	jā́yatē	1	3	jā́yatē 'is born; generates' (T: 5204) ; jātá- 'born; son (masc)' (T: 5182)	Inflection: L:a (Prs): ǰaáanu, (Pfv): ǰóolu, (Cv): ǰaá; Morphemic form: ǰ-á-; Usage: Only exceptionally is the present tense used. If referring to an animal's birth, the same verb can also be used transitively.
liljegren-LX001085	f_vwvspow7rpyks	source-key alias	ǰóolu	child; descendant	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): ǰóola
liljegren-LX001086	f_iq4v32ebmkejq	source-key alias	ǰoóṛ	joint	noun m Palula-noun-class-i loanword loan:Urdu	second-mora		Origin:		2	Origin: Urdu: ǰoṛ	Inflection: i-decl (Obl, pl): -í
liljegren-LX001087	f_jp6msdgyik4es	source-key alias	ǰooṛtaazá thíi	to greet, say hello	verb tr compound conjunct-verb non-incorporating loanword loan:Pashto loan:Persian	multiple		Origin:		2	Origin: Pashto 'healthy': ǰoṛ ; Pashto (Persian) 'fresh; happy': taaza	Restriction: Masc agr with non-verb element in pfv
liljegren-LX001088	f_gkigr3kv3jwue	source-key alias	ǰoṣíi	to consider, regard; think	verb tr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): ǰoṣáanu, (Pfv): ǰoṣílu, (Cv): ǰoṣí, (Imp): ǰoṣá; Morphemic form: ǰoṣ-é-
liljegren-LX001089	f_5tiaysbvfnsmo	source-key alias	ǰuaár	maize	noun f Palula-noun-class-i	second-mora				0		Inflection: i-decl (Obl, pl): ǰueerí
liljegren-LX001090	f_whbxfepmz3t6a	source-key alias	ǰuaaríili	from maize (usually about bread)	adj	first-mora				0		Restriction: Mostly co-lexicalized with ɡúuli, or used substantivized referring to maize bread
liljegren-LX001091	f_w7s66tlbai7pc	source-key alias	ǰuánd	life	noun f Palula-noun-class-i loanword loan:Pashto	short-or-diphthong		Origin:		2	Origin: Pashto: žwand	Inflection: i-decl (Obl): -í
liljegren-LX001092	f_bpd3p2hmb7zn6	source-key alias	ǰudaá bhíi	to be separated	verb intr compound conjunct-verb incorporating loanword loan:Persian loan:Urdu	multiple		Origin:		2	Origin: Urdu (Persian): ǰudaa	
liljegren-LX001093	f_vyuz2z5wshffs	source-key alias	ǰudaaí	separation	noun f	short-or-diphthong				0		
liljegren-LX001094	f_dshxshzx47wki	source-key alias	ǰumá	Friday	noun m Palula-noun-class-ee loanword loan:Arabic loan:Persian	short-or-diphthong		Origin:		2	Origin: Persian (Arabic): ǰuma	Inflection: ee-decl (Pl): ǰumeé
liljegren-LX001095	f_mrh5mss5kvm6s	source-key alias	ǰumaát	mosque	noun f Palula-noun-class-i loanword loan:Arabic loan:Persian loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Persian/Arabic): ǰamaaˈat	Inflection: i-decl (Obl, pl): ǰumeetí
liljegren-LX001096	f_63ffssszfvjd2	source-key alias	ǰusá	body	noun m Palula-noun-class-ee	short-or-diphthong				0		Inflection: ee-decl (Pl): ǰuseé
liljegren-LX001097	f_mg7l3w7o5qvdc	source-key alias	kaabúul	Afghanistan; Kabul	noun m proper-noun Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl): -a
liljegren-LX001098	f_tlhhnxieqkxe4	source-key alias	káac̣	straw; hay	noun m Palula-noun-class-a	first-mora	2589	kákṣa-	1	2	kákṣa- 'undergrowth; dead wood; grass (m)' (T: 2589)	Inflection: a-decl (Obl, pl): -a; Morphemic form: kac̣-
liljegren-LX001099	f_w724iljfni3nk	source-key alias	kaafí	quite some; enough	adj indecl loanword loan:Arabic loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Persian/Arabic): kaafii	
liljegren-LX001100	f_ybsa77hperj64	source-key alias	kaafír	infidel	noun m Palula-noun-class-aan loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): kaafir	Inflection: aan-decl (Obl): -á, (Pl): -aán
liljegren-LX001101	f_s5x526o46hyeo	source-key alias	kaaɣaáz	paper	noun m Palula-noun-class-i loanword loan:Persian loan:Urdu	second-mora		Origin:		2	Origin: Urdu (Persian): kaaɣaz	Inflection: i-decl (Obl, pl): kaaɣazí
liljegren-LX001102	f_ngcjplildffce	source-key alias	kaakaá	Respectful term of address; dear uncle	honorific	second-mora				0		Usage: Not for addressing an actual relative
liljegren-LX001103	f_dl7r2wd3766aw	source-key alias	kaakoóṛ	young crow	noun m Palula-noun-class-a	second-mora				0		Inflection: a-decl (Obl, pl): -á
liljegren-LX001104	f_elkyy6azlu3bo	source-key alias	káaku	older brother	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): káaka
liljegren-LX001105	f_gvgeozgrhtvj4	source-key alias	kaál	year	noun m Palula-noun-class-a	second-mora	3084	kālá-	2	2	kālá- 'time; fixed point of time; fate, death (masc)' (T: 3084)	Inflection: a-decl (Obl, pl): -á
liljegren-LX001106	f_jvhv7yliln5sk	source-key alias	kaaláaṣu	Kalasha; of Kalasha origin (a neighbouring, non-Muslim, group); Kalasha person	adj	first-mora				0		Inflection: Uml (Fem): kaaléeṣi; Morphemic form: kaaláṣ-
liljegren-LX001107	f_6mtybcjbdjpjm	source-key alias	kaaléeṣi	Kalasha (fem)	adj	first-mora				0		
liljegren-LX001108	f_yijq4jevqjtt6	source-key alias	kaalúku	of age, aged	adj	short-or-diphthong				0		Inflection: Reg (Fem): kaalúki; Morphemic form: kaal-úk-
liljegren-LX001109	f_hbmjjzqlw2ss6	source-key alias	káamba	to shiver	verb intr Palula-verb-class-L-consonant	first-mora	2767	kámpatē-	1	3	kámpatē- 'trembles, shivers' (T: 2767)	Inflection: L:cons (Prs): kambáanu, (Pfv): kambílu, (Cv): kambí, (Imp): káamb; Morphemic form: kámb-
liljegren-LX001110	f_nr53tpjnfb66y	source-key alias	káand	shoulder	noun m Palula-noun-class-a	first-mora	13627	skandhá-	2	2	skandhá- 'shoulder, upper part of back; trunk of tree, mass (esp. of an army) (masc)' (T: 13627)	Inflection: a-decl (Obl, pl): kaná; Morphemic form: kand, kan
liljegren-LX001111	f_hhzpngv4jd6ba	source-key alias	káand díi	to carry (sth or sb) on one's shoulder	verb tr compound conjunct-verb incorporating	multiple				0		
liljegren-LX001112	f_ypvwbt2kkefu2	source-key alias	kaantaríi	to go mad, become (mentally) disturbed	verb intr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): kaantaráanu, (Pfv): kaantaríilu, (Cv): kaantarí; Morphemic form: kaantar-é-
liljegren-LX001113	f_q7sgl57kkttks	source-key alias	kaantíiru	insane (person); crazy, mad	adj	first-mora				0		Inflection: Reg (Fem): kaantíiri; Morphemic form: kaantíir-
liljegren-LX001114	f_riwftdprddvuk	source-key alias	káaṇ	ear	noun m Palula-noun-class-a	first-mora	2830	kárṇa-	1	2	kárṇa- 'ear, handle of a vessel; end, tip(?) (masc)' (T: 2830)	Inflection: a-decl (Obl, pl): -a
liljegren-LX001115	f_7vqfnzemh626q	source-key alias	káaṇ thíi	to listen, give heed to	verb tr compound conjunct-verb incorporating	multiple				0		
liljegren-LX001116	f_bwlq46dszubxm	source-key alias	káaṇḍu	thorn	noun m Palula-noun-class-a	first-mora	2668	káṇṭaka-	1	3	káṇṭaka- 'thorn; anything pointed' (T: 2668)	Inflection: a-decl (Obl, pl): -a
liljegren-LX001117	f_buktgji5ruihc	source-key alias	kaarxaaná	factory	noun m Palula-noun-class-ee loanword loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu: kaar-xaana	Inflection: ee-decl (Pl): kaarxaaneé
liljegren-LX001118	f_6tqhvgin66ovw	source-key alias	kaašméeṇi	kind of milk product (the liquid that is squeezed out when making lassi)	noun f	first-mora				0		
liljegren-LX001119	f_djvchqsittjiu	source-key alias	kaaṭarghaá	Katergha (a settlement in Sharadesh, Ashret Valley)	noun m proper-noun	second-mora				0		
liljegren-LX001120	f_ze4zo2lekmsg2	source-key alias	kakaríi	skull; scalp	noun f Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): -a
liljegren-LX001121	f_7qhb2ynhmznk2	source-key alias	kakóok	chicken	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Pl, Obl): -a; Morphemic form: kakuáak
liljegren-LX001122	f_kzijgydys2cfy	source-key alias	kakuaakmaáṇ	hen-coop	noun f Palula-noun-class-i	second-mora				0		Inflection: i-decl (Obl, pl): kakuaakmeeṇí
liljegren-LX001123	f_vcirlzrv7a7qw	source-key alias	kakuaakoóṛ	chicken	noun m Palula-noun-class-a	second-mora				0		Inflection: a-decl (Obl, pl): -á
liljegren-LX001124	f_fs27wnhf7kvzk	source-key alias	kakuéeki	hen	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m; Morphemic form: kakuáak-i
liljegren-LX001125	f_simwwkbsatsx4	source-key alias	kalighaáṣ	big centipede	noun m Palula-noun-class-i	second-mora				0		Inflection: i-decl (Obl, pl): kaligheeṣí
liljegren-kam	f_5ehba4afo33j4	source-key alias	kam	less; inferior	adj indecl loanword loan:Persian loan:Urdu	implicit-short		Origin:		2	Origin: Urdu (Persian): kam	
liljegren-LX001126	f_azmeb2tsxs3ye	source-key alias	kamrá	room	noun m Palula-noun-class-ee loanword loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu: kamaraa, kamraa	Inflection: ee-decl (Pl): kamreé
liljegren-LX001127	f_5y4hnhmgci32c	source-key alias	kamzoorí	weakness	noun f loanword loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Persian): kam-zorii	
liljegren-LX001128	f_fb64wqv5qmr4k	source-key alias	kanáa	of what kind, in what way/state; what	adj indecl indef interr	first-mora				0		Usage: Only rarely would kanáa occur independently of bhe or the
liljegren-LX001129	f_oorngdsp5ah4u	source-key alias	kanáa bhe	how; in what manner (intr)	multiword-expression	first-mora				0		Usage: This phrase functions as a manner adverb
liljegren-LX001130	f_bwqqt23qaxbby	source-key alias	kanáa the	how; in what manner (tr)	multiword-expression	first-mora				0		Usage: This phrase functions as a manner adverb
liljegren-LX001131	f_yqgs2f2oohzm6	source-key alias	kándu	pit, hole (in the ground)	noun m Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Obl, pl): kánda
liljegren-LX001132	f_khlphgyyjj5nw	source-key alias	kandúki	grain container (made of mud)	noun f Palula-noun-class-m	short-or-diphthong				0		Inflection: m-decl (Pl): -m
liljegren-LX001133	f_afpya2rmvbpfc	source-key alias	kanóoṭi	earring	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m
liljegren-LX001134	f_jjn6xx5jkr4s2	source-key alias	kaṇeeghaá	Kanegha (hamlet in central Ashret Valley); in Khowar: koc̣hanɡool	noun m proper-noun Palula-noun-class-ee	second-mora				0		Inflection: ee-decl (Obl): kaṇeeghaá
liljegren-LX001135	f_463akpsfdvnak	source-key alias	kaṇíi	to scratch (oneself or a body part)	verb tr Palula-verb-class-L-e	first-mora	2689	kaṇḍūyāti		4	kaṇḍūyāti 'scratches; itches' (T: 2689)	Inflection: L:e (Prs): kaṇáanu, (Pfv): kaṇílu, (Cv): kaṇí, (Imp): kaṇá; Morphemic form: kaṇ-é-
liljegren-LX001136	f_ouoagltqajoek	source-key alias	kapayíi	to fold	verb tr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): kapayáanu, (Pfv): kapayílu, (Cv): kapayí, (Imp): kapayá; Morphemic form: kapáy-é
liljegren-LX001137	f_dsdjsmwmaahts	source-key alias	karaačí	Karachi	noun f proper-noun	short-or-diphthong				0		
liljegren-LX001138	f_pntoby7no6czk	source-key alias	karáaṛu	leopard; wild beast (in general)	noun m Palula-noun-class-a	first-mora	2655	káḍāra-	1	3	káḍāra- 'having projecting teeth, gaping; gaping with projecting teeth; dreadful' (T: 2655)	Inflection: a-decl (Obl, pl): karáaṛa
liljegren-LX001139	f_pzclyaqruhgzm	source-key alias	karaṭíi	to cut (sth large)	verb tr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): karaṭáanu, (Pfv): karaṭílu, (Cv): karaṭí, (Imp): karaṭá; Morphemic form: karáṭ-é-
liljegren-LX001140	f_kls7nud5oj4ru	source-key alias	kareé	when; whenever	adv temporal indef interr	second-mora				0		
liljegren-LX001141	f_h5vjmjjji2s5w	source-key alias	kareé bi...(na)	never	multiword-expression	second-mora				0		
liljegren-LX001142	f_vf5h22vqwvdds	source-key alias	kareé galá	when, whenever; as	multiword-expression	multiple				0		
liljegren-LX001143	f_vcg43a6thpeys	source-key alias	karéeṛi	leopardess	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m
liljegren-LX001144	f_jjljajpw5cnio	source-key alias	kárkar	around	adv manner	short-or-diphthong				0		
liljegren-LX001145	f_2g7wxwxxkgizw	source-key alias	karooṛíi	to dig, scratch	verb tr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): karooṛáanu, (Pfv): karooṛílu, (Cv): karooṛí, (Imp): karaaṛá; Morphemic form: karooṛ-é-
liljegren-LX001146	f_o7ny5fqgyqd5q	source-key alias	kaṛaáw	effort; extra work, burden	noun m Palula-noun-class-i	second-mora				0		Inflection: i-decl (Obl, pl): kaṛeewí
liljegren-LX001147	f_wakqisbsiw2vg	source-key alias	kaṛaíǰa	to sacrifice oneself, make an effort; suffer	verb intr Palula-verb-class-L-consonant	short-or-diphthong				0		Inflection: L:cons (Prs): kaṛaiǰaánu, (Pfv): kaṛaiǰílu, (Cv): kaṛaiǰí, (Imp): kaṛaíǰ; Morphemic form: kaṛá-íǰ-
liljegren-LX001148	f_deffmjm47syta	source-key alias	kaṛayíi	to tease, annoy; make sb tired	verb tr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): kaṛayáanu, (Pfv): kaṛayílu, (Cv): kaṛayí, (Imp): kaṛayá; Morphemic form: kaṛáy-é-
liljegren-LX001149	f_p3fxnmy54zllg	source-key alias	kasaán	persons, people	noun m loanword loan:Pashto loan:Persian	second-mora		Origin:		2	Origin: Pashto (Persian): kas, kasaan	Restriction: With plural reference
liljegren-LX001150	f_eaxoocu4m7d3i	source-key alias	kaseé	who, somebody, anybody (acc)	pron indef interr	second-mora				0		
liljegren-LX001151	f_ltjl4fgfcrexm	source-key alias	kasíi	whose, somebody's, anybody's	pron indef interr	first-mora				0		
liljegren-LX001152	f_3sfxzf42lxfx4	source-key alias	kásub	occupation; trade; skill	noun m Palula-noun-class-a loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): kasb	Inflection: a-decl (Obl, pl): -a
liljegren-LX001153	f_icuzwyv2cgj6w	source-key alias	kásub thíi	to work (in a profession)	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Masc agr with non-verb element in pfv; possessive complement
liljegren-LX001154	f_bqyqvwsz4kyuo	source-key alias	kasubgár	professional	noun m Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Obl, pl): -á
liljegren-LX001155	f_bnpr7j2py6ldk	source-key alias	kaš	draught (of smoke)	noun f Palula-noun-class-i	implicit-short				0		Inflection: i-decl (Obl, pl): -í
liljegren-LX001156	f_lrsk2p2o2yyhc	source-key alias	kaš kaáš the	tightly	multiword-expression	second-mora				0		
liljegren-LX001157	f_hms57kb554owa	source-key alias	kaš thíi	to smoke, take a draught (of smoke)	verb tr compound conjunct-verb non-incorporating	first-mora				0		Restriction: Fem agr with non-verb element in pfv; possessive complement
liljegren-LX001158	f_cx3s74iwxjmeo	source-key alias	kateeṇú	what kind of; such kind of	adj indef interr	short-or-diphthong				0		Inflection: Reg (Fem): kateeṇí
liljegren-LX001159	f_7jdlwd6xpmtwq	source-key alias	káti	pack-saddle for donkeys	noun f Palula-noun-class-m loanword loan:Pashto	short-or-diphthong		Origin:		2	Origin: Pashto: kata	Inflection: m-decl (Pl): -m
liljegren-LX001160	f_agup6o2osiirq	source-key alias	katí	how many, how much; that many, that much; a few	num indef interr	short-or-diphthong	3167	*kiyatta-		3	*kiyatta- 'how great?' (T: 3167)	
liljegren-LX001161	f_rsztsd7vmwnoo	source-key alias	katí bi	no matter how many, no matter how often	multiword-expression	short-or-diphthong				0		
liljegren-LX001162	f_k5mzxhdpxxewm	source-key alias	katí galá	as many as; that many	multiword-expression	multiple				0		
liljegren-LX001163	f_udxwwbx4zqrhi	source-key alias	katíitu	that big; what a big [sth]; how big; of such size	adj indef interr	first-mora				0		Inflection: Reg (Fem): katíiti; Morphemic form: katíit-
liljegren-LX001164	f_lu4tzjrwri76c	source-key alias	katíma	which one in the order; in which	determiner indef interr	short-or-diphthong				0		
liljegren-LX001165	f_r5humbokf4pqu	source-key alias	katoolái	fodder sack	noun f Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Obl, pl): katoolée
liljegren-LX001166	f_5plxwvwfo65ys	source-key alias	kaṭ thíi	to behead, cut off	verb tr compound conjunct-verb incorporating	first-mora				0		
liljegren-LX001167	f_hjrpgnbt45dj6	source-key alias	kaṭéeri	large knife	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m
liljegren-LX001168	f_5kgw22x3y3qtm	source-key alias	kaṭóoru	large knife (for fighting or clearing the forest, used by shepherds)	noun m Palula-noun-class-a	first-mora	2860	*karttāra-		3	*karttāra- 'knife' (T: 2860)	Inflection: a-decl (Obl, pl): kaṭóora; Morphemic form: kaṭáar-u
liljegren-LX001169	f_voqfpjqjqj3vu	source-key alias	kaṭúr	Katoor, a ruling dynasty in Chitral	noun m proper-noun Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Obl): -á
